date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:41:40	56922/56922	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:41%20GMT	https://htmldemo.net/facon/facon/img/banner/testimonial-bg.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/banner/testimonial-bg.jpg	(from https://htmldemo.net/facon/facon/style.css)
08:41:41	3788/3788	---MC-	200	added ('OK')	image/png	date:Sat,%2018%20Nov%202023%2001:41:41%20GMT	https://htmldemo.net/facon/facon/img/icon/down-arrow-1.png	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/icon/down-arrow-1.png	(from https://htmldemo.net/facon/facon/style.css)
08:41:41	23979/23979	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:41%20GMT	https://htmldemo.net/facon/facon/img/banner/bn1.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/banner/bn1.jpg	(from https://htmldemo.net/facon/facon/index.html)
08:41:41	25786/25786	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:42%20GMT	https://htmldemo.net/facon/facon/img/banner/bn2.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/banner/bn2.jpg	(from https://htmldemo.net/facon/facon/index.html)
08:41:42	17147/17147	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:42%20GMT	https://htmldemo.net/facon/facon/img/banner/bn3.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/banner/bn3.jpg	(from https://htmldemo.net/facon/facon/index.html)
08:41:42	58428/58428	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:42%20GMT	https://htmldemo.net/facon/facon/img/products/8.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/products/8.jpg	(from https://htmldemo.net/facon/facon/index.html)
08:41:42	18656/18656	---MC-	200	added ('OK')	image/png	date:Sat,%2018%20Nov%202023%2001:41:43%20GMT	https://htmldemo.net/facon/facon/img/banner/t-author.png	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/banner/t-author.png	(from https://htmldemo.net/facon/facon/index.html)
08:41:43	24902/24902	---MC-	200	added ('OK')	image/png	date:Sat,%2018%20Nov%202023%2001:41:43%20GMT	https://htmldemo.net/facon/facon/img/banner/t-author1.png	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/banner/t-author1.png	(from https://htmldemo.net/facon/facon/index.html)
08:41:43	18710/18710	---MC-	200	added ('OK')	image/png	date:Sat,%2018%20Nov%202023%2001:41:43%20GMT	https://htmldemo.net/facon/facon/img/banner/t-author2.png	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/banner/t-author2.png	(from https://htmldemo.net/facon/facon/index.html)
08:41:43	31370/31370	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:44%20GMT	https://htmldemo.net/facon/facon/img/banner/01_home-2.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/banner/01_home-2.jpg	(from https://htmldemo.net/facon/facon/index-2.html)
08:41:43	14912/14912	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:44%20GMT	https://htmldemo.net/facon/facon/img/banner/02_home-2.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/banner/02_home-2.jpg	(from https://htmldemo.net/facon/facon/index-2.html)
08:41:44	11339/11339	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:44%20GMT	https://htmldemo.net/facon/facon/img/banner/03_home-2.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/banner/03_home-2.jpg	(from https://htmldemo.net/facon/facon/index-2.html)
08:41:44	22142/22142	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:44%20GMT	https://htmldemo.net/facon/facon/img/banner/04_home-2.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/banner/04_home-2.jpg	(from https://htmldemo.net/facon/facon/index-2.html)
08:41:44	1810/1810	---MC-	200	added ('OK')	image/png	date:Sat,%2018%20Nov%202023%2001:41:45%20GMT	https://htmldemo.net/facon/facon/img/service-icon/5.png	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/service-icon/5.png	(from https://htmldemo.net/facon/facon/index-3.html)
08:41:45	42523/42523	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:45%20GMT	https://htmldemo.net/facon/facon/img/banner/01_home-3.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/banner/01_home-3.jpg	(from https://htmldemo.net/facon/facon/index-3.html)
08:41:45	13416/13416	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:45%20GMT	https://htmldemo.net/facon/facon/img/banner/02_home-3.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/banner/02_home-3.jpg	(from https://htmldemo.net/facon/facon/index-3.html)
08:41:45	16361/16361	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:46%20GMT	https://htmldemo.net/facon/facon/img/banner/03_home-3.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/banner/03_home-3.jpg	(from https://htmldemo.net/facon/facon/index-3.html)
08:41:46	34515/34515	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:46%20GMT	https://htmldemo.net/facon/facon/img/banner/04_home-3.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/banner/04_home-3.jpg	(from https://htmldemo.net/facon/facon/index-3.html)
08:41:46	23699/23699	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:46%20GMT	https://htmldemo.net/facon/facon/img/banner/05_home-3.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/banner/05_home-3.jpg	(from https://htmldemo.net/facon/facon/index-3.html)
08:41:47	22964/22964	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:47%20GMT	https://htmldemo.net/facon/facon/img/banner/06_home-3.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/banner/06_home-3.jpg	(from https://htmldemo.net/facon/facon/index-3.html)
08:41:47	29774/29774	---MCZ	200	added ('OK')	application/javascript	etag:W/%226399b4b2-744e%22	https://htmldemo.net/facon/facon/custom-slider/js/jquery.nivo.slider.js	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/custom-slider/js/jquery.nivo.slider.js	(from https://htmldemo.net/facon/facon/index-3.html)
08:41:47	1360/1360	---MCZ	200	added ('OK')	application/javascript	etag:W/%226399b48c-550%22	https://htmldemo.net/facon/facon/custom-slider/home.js	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/custom-slider/home.js	(from https://htmldemo.net/facon/facon/index-3.html)
08:41:48	17989/17989	---MCZ	200	added ('OK')	text/css	etag:W/%226399b484-4645%22	https://htmldemo.net/facon/facon/css/jquery-ui.min.css	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/css/jquery-ui.min.css	(from https://htmldemo.net/facon/facon/shop.html)
08:41:49	77908/77908	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:49%20GMT	https://htmldemo.net/facon/facon/img/slider-img/grid-baner.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/slider-img/grid-baner.jpg	(from https://htmldemo.net/facon/facon/shop.html)
08:41:49	105748/105748	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:49%20GMT	https://htmldemo.net/facon/facon/img/blog/b-3.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/blog/b-3.jpg	(from https://htmldemo.net/facon/facon/blog.html)
08:41:49	1412/1412	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:49%20GMT	https://htmldemo.net/facon/facon/img/blog/comments/3.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/blog/comments/3.jpg	(from https://htmldemo.net/facon/facon/blog.html)
08:41:49	1017/1017	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:50%20GMT	https://htmldemo.net/facon/facon/img/blog/comments/2.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/blog/comments/2.jpg	(from https://htmldemo.net/facon/facon/blog.html)
08:41:50	678/678	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:50%20GMT	https://htmldemo.net/facon/facon/img/blog/comments/1.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/blog/comments/1.jpg	(from https://htmldemo.net/facon/facon/blog.html)
08:41:50	6780/6780	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:50%20GMT	https://htmldemo.net/facon/facon/img/blog/sidebar/1.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/blog/sidebar/1.jpg	(from https://htmldemo.net/facon/facon/blog-left-sidebar.html)
08:41:50	5642/5642	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:51%20GMT	https://htmldemo.net/facon/facon/img/blog/sidebar/2.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/blog/sidebar/2.jpg	(from https://htmldemo.net/facon/facon/blog-left-sidebar.html)
08:41:51	7349/7349	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:51%20GMT	https://htmldemo.net/facon/facon/img/blog/sidebar/3.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/blog/sidebar/3.jpg	(from https://htmldemo.net/facon/facon/blog-left-sidebar.html)
08:41:51	4977/4977	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:51%20GMT	https://htmldemo.net/facon/facon/img/blog/sidebar/4.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/blog/sidebar/4.jpg	(from https://htmldemo.net/facon/facon/blog-left-sidebar.html)
08:41:51	106426/106426	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:52%20GMT	https://htmldemo.net/facon/facon/img/blog/sidebar/f2.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/blog/sidebar/f2.jpg	(from https://htmldemo.net/facon/facon/blog-left-sidebar.html)
08:41:52	129154/129154	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:52%20GMT	https://htmldemo.net/facon/facon/img/blog/sidebar/f3.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/blog/sidebar/f3.jpg	(from https://htmldemo.net/facon/facon/blog-left-sidebar.html)
08:41:52	71954/71954	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:52%20GMT	https://htmldemo.net/facon/facon/img/blog/sidebar/f4.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/blog/sidebar/f4.jpg	(from https://htmldemo.net/facon/facon/blog-left-sidebar.html)
08:41:52	55123/55123	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:53%20GMT	https://htmldemo.net/facon/facon/img/blog/sidebar/f5.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/blog/sidebar/f5.jpg	(from https://htmldemo.net/facon/facon/blog-left-sidebar.html)
08:41:53	75310/75310	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:53%20GMT	https://htmldemo.net/facon/facon/img/blog/sidebar/f6.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/blog/sidebar/f6.jpg	(from https://htmldemo.net/facon/facon/blog-left-sidebar.html)
08:41:53	276024/276024	---M--	200	added ('OK')	audio/mpeg	etag:%226399b47d-43638%22	https://htmldemo.net/facon/facon/audio/ton.mp3	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/audio/ton.mp3	(from https://htmldemo.net/facon/facon/blog-left-sidebar.html)
08:41:53	42615/42615	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:54%20GMT	https://htmldemo.net/facon/facon/img/products/detail-thumb.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/products/detail-thumb.jpg	(from https://htmldemo.net/facon/facon/product-detail.html)
08:41:54	27405/27405	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:54%20GMT	https://htmldemo.net/facon/facon/img/products/detail-1.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/products/detail-1.jpg	(from https://htmldemo.net/facon/facon/product-detail.html)
08:41:54	26063/26063	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:54%20GMT	https://htmldemo.net/facon/facon/img/products/detail-2.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/products/detail-2.jpg	(from https://htmldemo.net/facon/facon/product-detail.html)
08:41:54	3054/3054	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:55%20GMT	https://htmldemo.net/facon/facon/img/products/thumb-1.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/products/thumb-1.jpg	(from https://htmldemo.net/facon/facon/product-detail.html)
08:41:54	3013/3013	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:55%20GMT	https://htmldemo.net/facon/facon/img/products/thumb-2.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/products/thumb-2.jpg	(from https://htmldemo.net/facon/facon/product-detail.html)
08:41:55	3157/3157	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:55%20GMT	https://htmldemo.net/facon/facon/img/products/thumb-3.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/products/thumb-3.jpg	(from https://htmldemo.net/facon/facon/product-detail.html)
08:41:55	2990/2990	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:55%20GMT	https://htmldemo.net/facon/facon/img/products/thumb-4.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/products/thumb-4.jpg	(from https://htmldemo.net/facon/facon/product-detail.html)
08:41:55	2507/2507	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:56%20GMT	https://htmldemo.net/facon/facon/img/products/cart.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/products/cart.jpg	(from https://htmldemo.net/facon/facon/cart.html)
08:41:56	2583/2583	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2001:41:56%20GMT	https://htmldemo.net/facon/facon/img/products/cart-1.jpg	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/img/products/cart-1.jpg	(from https://htmldemo.net/facon/facon/cart.html)
08:41:56	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2018%20Nov%202023%2001:41:56%20GMT	https://htmldemo.net/facon/facon/css/images/ui-icons_444444_256x240.png	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/css/images/ui-icons_444444_256x240.png	(from https://htmldemo.net/facon/facon/css/jquery-ui.min.css)
08:41:57	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2018%20Nov%202023%2001:41:57%20GMT	https://htmldemo.net/facon/facon/css/images/ui-icons_777777_256x240.png	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/css/images/ui-icons_777777_256x240.png	(from https://htmldemo.net/facon/facon/css/jquery-ui.min.css)
08:41:57	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2018%20Nov%202023%2001:41:58%20GMT	https://htmldemo.net/facon/facon/css/images/ui-icons_555555_256x240.png	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/css/images/ui-icons_555555_256x240.png	(from https://htmldemo.net/facon/facon/css/jquery-ui.min.css)
08:41:58	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2018%20Nov%202023%2001:41:58%20GMT	https://htmldemo.net/facon/facon/css/images/ui-icons_ffffff_256x240.png	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/css/images/ui-icons_ffffff_256x240.png	(from https://htmldemo.net/facon/facon/css/jquery-ui.min.css)
08:41:58	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2018%20Nov%202023%2001:41:58%20GMT	https://htmldemo.net/facon/facon/css/images/ui-icons_777620_256x240.png	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/css/images/ui-icons_777620_256x240.png	(from https://htmldemo.net/facon/facon/css/jquery-ui.min.css)
08:41:59	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2018%20Nov%202023%2001:41:59%20GMT	https://htmldemo.net/facon/facon/css/images/ui-icons_cc0000_256x240.png	C:/My%20Web%20Sites/client2/htmldemo.net/facon/facon/css/images/ui-icons_cc0000_256x240.png	(from https://htmldemo.net/facon/facon/css/jquery-ui.min.css)
